出身	しゅっしん	person's origin (e.g. city, country, parentage, school).
誠に	まことに, じつに, げに, しんに	indeed, really, absolutely, truly, actually, very, quite.
故郷	ふるさと, こきょう, きゅうり	home town, birthplace, native place, one's old home.
合わせる	あわせる	to match (rhythm, speed, etc.)., to join together, to unite, to combine, to add up., to face, to be opposite (someone)., to compare, to check with., to cause to meet (e.g. an unpleasant fate)., to place together, to connect, to overlap., to mix, to combine., to put blade to blade, to fight.
明かり	あかり	light, illumination, glow, gleam., lamp, light.
現れ	あらわれ	embodiment, manifestation, materialization, materialisation, expression, indication.
撃つ	うつ	to shoot (at)., to attack, to defeat, to destroy, to avenge.
痛み	いたみ	pain, ache, soreness, grief, distress., damage, injury, wear, bruise, break.
計る	はかる	to measure, to weigh, to survey, to time (sound, gauge, estimate)., to conjecture, to infer, to surmise.
換える	かえる	to replace., to exchange, to interchange., to substitute.
畑	はたけ, はた	field (for fruits, vegetables, etc.), cultivated land, vegetable plot, kitchen garden, plantation., field (of specialization), sphere, area., womb, birth, birthplace.
共同	きょうどう	doing together (as equals), sharing, common (land, etc.), joint (statement, etc.), cooperation, co-operation, collaboration, association.
機械	きかい	machine, mechanism., instrument, appliance, apparatus.
文字	もじ, もんじ	letter (of alphabet), character., literal.
唯一	ゆいいつ, ゆいつ	only, sole, unique.
管	かん, くだ	pipe, tube.
保証	ほしょう	guarantee, security, assurance, pledge, warranty.
博士	はかせ, はくし	doctorate, PhD, Dr (as a title)., expert, learned person.
寄付	きふ	contribution, donation.
元	もと	origin, source., base, basis, foundation, root., cause., ingredient, material., (somebody's) side, (somebody's) location., original cost (or capital, principal, etc.)., (plant) root, (tree) trunk., first section of a waka., counter for blades of grass, tree trunks, etc., and for falcons (in falconry)., handle (chopsticks, brush, etc.), grip.
虎	とら, トラ	tiger (Panthera tigris)., drunkard, drunk, sot.
流行	はやり, りゅうこう	fashion, fad, vogue, craze., prevalence (e.g. of a disease).
祭	まつり	festival, feast.
日付	ひづけ	date, dating.
